predictor,OLS_coef,IPW_coef,delta_abs,delta_pct,OLS_pval,IPW_pval
aaa_BB%_zseason,2.639586665488098,2.5957626061799184,-0.043824059308179564,-1.660262187302566,0.00404192238356104,0.00420402319631729
aaa_K%_zseason,-3.5377177101718917,-3.7070377829251804,-0.16932007275328864,-4.7861385962607415,0.0005979973016286861,0.0005723003463419401
aaa_ISO_zseason,5.479134327702646,5.828465881724133,0.34933155402148763,6.375670555387887,1.1586504706770697e-07,1.0842200643462164e-07
aaa_BABIP_zseason,0.4294342605770438,-0.44204299491903387,-0.8714772554960777,-202.93612678342137,0.6334942956103187,0.631487159957336
age_at_debut,-1.91987432740697,-1.6275345479489056,0.29233977945806444,15.22702685716444,0.03349320421608913,0.10218806264139836
